,Item,Naive,SES,Arima,Basic LSTM,Stacked LSTM,RNN,GRU
102,Souvenir SG 553 | Integrale (Well-Worn),19.434342885427288,23.518258814521204,23.281441225512847,53.10980273566116,43.616741502575664,43.36505070179592,47.71839996656903
103,Souvenir SSG 08 | Death Strike (Minimal Wear),25.818726045771477,15.10083807210128,10.667905351579149,12.209380741648818,11.04213902847155,9.928518161385735,9.601579269632174
104,Souvenir SSG 08 | Tropical Storm (Factory New),67.362534708979,49.359806941282145,50.21111893793105,49.13414691601472,52.15318415872164,51.22314026456411,50.67750627594244
105,Souvenir Sawed-Off | Full Stop (Factory New),50.130774508214245,45.029865593438075,50.130774508214245,68.59954699280944,67.28005902336933,81.38253630551185,67.17596066891835
106,Souvenir UMP-45 | Fallout Warning (Factory New),44.47909373238951,34.202165502880234,28.74870772216619,36.05066746597332,33.956492204805144,41.11534607086696,34.397472169220336
107,Souvenir USP-S | Night Ops (Minimal Wear),48.71649793255333,46.219901523359496,46.21263051704508,60.621546817304754,58.40880238499193,62.85976853859456,62.68996199955714
108,Souvenir USP-S | Road Rash (Factory New),67.51584678166904,51.771961502909484,52.914705796075445,39.041405818274015,39.569501047582655,42.9848073077038,42.29549925949955
109,Souvenir USP-S | Road Rash (Minimal Wear),7.782968540109636,13.228538318119535,12.309922133911554,28.266543410588596,30.3496619658559,38.899887660176034,55.47498059876278
110,Souvenir USP-S | Royal Blue (Factory New),36.62056469267259,35.48166144505502,43.710554599381084,53.81723893887547,53.30047701733216,47.54842663074466,45.650031084451165
111,StatTrak™ AK-47 | Asiimov (Factory New),8.688732462980948,8.727799801919241,10.070082833761171,12.782619821949137,14.563002427004703,11.146650141269859,11.008091536325255
112,StatTrak™ AK-47 | Fuel Injector (Factory New),19.31534405596953,17.38633545336974,18.144874867821496,178.46767898311253,69.63700902268906,50.81814980275927,154.09504393133471
113,StatTrak™ AK-47 | Fuel Injector (Minimal Wear),7.407990666915355,13.765075048712054,14.456387263509228,14.429569197101946,12.214074339036912,10.125709063006337,13.679691472275623
114,StatTrak™ AK-47 | Jaguar (Factory New),20.653275021427312,19.995495752553044,20.02610890445704,20.186947545877246,20.94327663635732,19.91011831078028,20.228784028819952
115,StatTrak™ AK-47 | Leet Museo (Factory New),6.551922989537743,6.2809656827922975,6.072143671272769,10.963231941207855,8.491800626668947,10.145807106058184,14.8149525217216
116,StatTrak™ AK-47 | Leet Museo (Well-Worn),7.330432623712283,7.5320437814079195,7.222246576936549,9.375707038810583,10.217162244188852,9.763100954990772,9.279905611094735
117,StatTrak™ AK-47 | Legion of Anubis (Factory New),3.7093258910233238,4.421785497664884,2.900014551774752,16.600368274655377,5.319069844845862,20.331843076881757,13.53851009109321
118,StatTrak™ AK-47 | Legion of Anubis (Minimal Wear),3.1440599344641362,3.144059936644122,3.28591584971489,12.632705226280535,8.453351730783181,14.3266817478586,12.556138627914569
119,StatTrak™ AK-47 | Neon Rider (Factory New),12.003589225018063,11.744898082130172,12.264639206435133,14.17323950044806,13.74563044782565,13.049439810599909,13.411839824882389
120,StatTrak™ AK-47 | Nightwish (Factory New),14.486348074927744,15.345568475276597,14.486348074927744,21.558665547991577,27.81482385142314,26.457018895617882,28.787568319132742
